trade_id,symbol,side,quantity,entry_price,exit_price,entry_time,exit_time,pnl,duration_hours,entry_day_of_week,entry_hour
WKPGubbV,UVXY,Buy to Open,9.0,1.71,1.67388888888889,2024-10-18 19:08:44.304776+00:00,2025-01-25 17:44:48.295288+00:00,-0.285,2374.6011084755555,5.0,19.0
Rq5CUt8i,QQQ,BTO,0.0,0.78,0.3,2024-10-22 17:07:03.624824+00:00,2024-10-22 17:07:03.624824+00:00,,0.0,2.0,17.0
QRN88E4E,SPX,BTO,2.0,25.9,10.5,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,-4.41,2213.322530536389,5.0,12.0
5Z3UWENe,SQQQ,BTO,7.0,0.42,0.214285714285714,2024-10-25 13:59:45.246304+00:00,2025-01-25 17:44:50.175631+00:00,-1.76,2211.7513692575,5.0,13.0
D76oTCkJ,AAPL,BTO,0.5,1.0,1.2,2024-10-25 19:30:48.653187+00:00,2025-01-25 17:44:50.239660+00:00,0.1,2206.233774020278,5.0,19.0
WnMXchi7,AAPL,BTO,1.0,0.03,0.0,2024-10-25 19:32:05.138318+00:00,2025-01-25 17:44:50.293575+00:00,-0.03,2206.2125431269446,5.0,19.0
MAPBusrU,MSTR,BTO,2.0,1.71,0.0,2024-10-25 19:43:08.797104+00:00,2025-01-25 17:44:50.357967+00:00,-3.42,2206.0282113508333,5.0,19.0
2EEfyMBS,ES,STO,5.0,5869.75,5872.0,2024-10-28 16:45:29.602245+00:00,2024-10-28 17:54:26.502383+00:00,11.25,1.149138927222222,1.0,16.0
7Vt84Z5N,ES,BTO,5.0,5874.5,5878.0,2024-10-30 14:05:34.682453+00:00,2024-10-30 16:27:31.143841+00:00,17.5,2.365683718888889,3.0,14.0
7Q62mNae,SPX,BTO,1.0,0.4,0.0,2024-10-30 15:41:30.397133+00:00,2025-01-25 17:44:51.473211+00:00,-0.4,2090.055854466111,3.0,15.0
BbVjheZQ,COIN,BTO,3.0,4.2,,2024-11-01 13:33:56.604863+00:00,2025-01-25 18:14:27+00:00,45.155,2044.6751097602778,5.0,13.0
hxGwUc9e,QQQ,BTO,2.0,0.32,0.0,2024-11-01 18:00:51.751909+00:00,2025-01-25 17:44:52.526504+00:00,-0.64,2039.733548498611,5.0,18.0
f3XsxL4R,COIN,BTO,2.0,0.96,0.6,2024-11-01 18:04:50.774120+00:00,2025-01-25 17:44:52.591790+00:00,-0.2,2039.667171575,5.0,18.0
bDMHjaFm,ES,BTO,3.0,5761.75,5771.25,2024-11-01 18:09:43.488463+00:00,2024-11-01 19:26:14.009460+00:00,28.5,1.275144721388889,5.0,18.0
assWDfBY,OXY,BTO,6.0,0.13,0.0,2024-11-01 18:22:23.736018+00:00,2025-01-25 17:44:52.766178+00:00,-0.78,2039.3747306,5.0,18.0
NitcL6G8,COIN,BTO,9.0,195.56,251.337777777778,2024-11-03 20:32:35.323138+00:00,2024-11-07 19:06:12.733691+00:00,502.0,94.56039182027777,0.0,20.0
BaGV4VWJ,UVXY,BTO,12.5,25.01,19.7256,2024-11-03 20:32:35.329583+00:00,2024-12-18 19:11:57.162874+00:00,-60.16,1078.6560648030556,0.0,20.0
iYJdLEDK,VIX,BTO,6.0,0.51,0.0,2024-11-03 20:32:35.339584+00:00,2025-01-25 17:44:53.359762+00:00,-3.06,1989.205005605,0.0,20.0
WBYUKLob,VIX,BTO,6.0,1.38,0.0,2024-11-03 20:32:35.343711+00:00,2025-01-25 17:44:53.411419+00:00,-8.28,1989.2050188077778,0.0,20.0
HK48TXu7,COIN,BTO,6.0,7.8,0.0,2024-11-03 20:32:35.366402+00:00,2025-01-25 17:44:53.713550+00:00,-46.8,1989.20509643,0.0,20.0
GGLRTT8E,SPY,BTO,2.0,1.47,2.3525,2024-11-04 15:20:12.713554+00:00,2025-01-25 17:44:54.303519+00:00,1.985,1970.4115527680556,1.0,15.0
axUWzXa8,NVDA,BTO,8.5,2.4,0.817058823529412,2024-11-04 15:52:27.493431+00:00,2025-01-25 17:44:54.403613+00:00,-9.955,1969.8741417172223,1.0,15.0
KK5knQmr,UVXY,BTO,4.0,2.36,0.0,2024-11-04 16:17:12.825749+00:00,2025-01-25 17:44:54.560571+00:00,-9.44,1969.4615930061111,1.0,16.0
53wgJDPd,SPX,STO,1.0,15.4,11.0,2024-11-04 16:52:35.270431+00:00,2025-01-25 17:44:54.729807+00:00,-4.4,1968.8720720488889,1.0,16.0
dLuEunXw,SPY,BTO,11.0,10.3,0.0,2024-11-04 17:04:53.276572+00:00,2025-01-25 17:44:54.839310+00:00,-44.985,1968.6671007605555,1.0,17.0
kMuBTH5Z,SPY,BTO,6.0,1.1,0.52,2024-11-04 17:27:13.477103+00:00,2025-01-25 17:44:55.067713+00:00,-1.9,1968.2948862805556,1.0,17.0
GDJBDYyX,SPY,BTO,3.0,0.15,0.0,2024-11-04 17:59:18.796272+00:00,2025-01-25 17:44:55.284304+00:00,-0.45,1967.7601355644445,1.0,17.0
2dhovZgm,SPY,BTO,3.0,1.39,0.0,2024-11-04 18:17:16.080126+00:00,2025-01-25 17:44:55.409916+00:00,-4.17,1967.4609249416667,1.0,18.0
Ls5f5EVe,SPY,BTO,5.0,1.36,0.0,2024-11-05 14:34:01.905222+00:00,2025-01-25 17:44:55.639321+00:00,-6.66,1947.181592805278,2.0,14.0
V8AnjkNb,SPX,BTO,2.0,4.0,0.0,2024-11-05 14:50:04.738177+00:00,2025-01-25 17:44:55.857028+00:00,-6.0,1946.9141996808332,2.0,14.0
FSkF7Msx,SPY,BTO,5.0,0.93,0.0,2024-11-05 16:33:19.279981+00:00,2025-01-25 17:44:56.419968+00:00,-4.65,1945.1936499963888,2.0,16.0
SATxEtAS,NVDA,BTO,2.0,2.95,0.0,2024-11-05 16:44:33.531603+00:00,2025-01-25 17:44:56.476319+00:00,-5.9,1945.0063735322221,2.0,16.0
aF4nU3Wn,TLT,BTO,6.0,0.12,0.0,2024-11-05 16:45:00.962642+00:00,2024-11-06 21:15:00+00:00,-0.72,28.499732599444446,2.0,16.0
SYXezJcB,IWM,BTO,2.0,0.05,0.0,2024-11-05 20:00:23.664794+00:00,2025-01-25 17:44:56.649371+00:00,-0.1,1941.7424957158332,2.0,20.0
6NFHuy4N,ES,STO,3.0,5918.5,5932.0,2024-11-06 07:11:39.683798+00:00,2024-11-06 08:33:50.648046+00:00,40.5,1.369712291111111,3.0,7.0
gF7GrBFy,TLT,BTO,1.0,0.12,0.0,2024-11-07 19:04:17.212248+00:00,2025-01-25 17:44:57.330319+00:00,-0.12,1894.6778105752778,4.0,19.0
cTKimdyx,SPX,BTO,1.0,9.2,9.1,2024-11-12 14:37:52.888046+00:00,2025-01-25 17:44:58.033790+00:00,-0.0999999999999996,1779.11809604,2.0,14.0
cr4cVwMh,SPY,BTO,3.0,2.22,3.36666666666667,2024-11-13 14:31:57.855345+00:00,2025-01-25 17:44:58.170160+00:00,4.31,1755.2167541152778,3.0,14.0
JmikU5Ru,SPX,BTO,2.0,2.85,2.375,2024-11-13 14:40:50.860279+00:00,2025-01-25 17:44:58.220047+00:00,0.95,1755.0687110466667,3.0,14.0
ZCe7Kr2m,ES,STO,3.0,5992.75,5990.25,2024-11-14 19:04:36.845698+00:00,2024-11-14 19:14:10.174805+00:00,-7.5,0.15925808527777777,4.0,19.0
2SDQCCUK,UVXY,BTO,2.0,0.27,0.865,2024-11-14 20:37:31.775701+00:00,2025-01-25 17:44:58.975965+00:00,1.19,1725.1242222955555,4.0,20.0
ZVjLDiHd,IWM,BTO,2.0,0.36,0.0,2024-11-19 14:35:24.757590+00:00,2025-01-25 17:44:59.439383+00:00,-0.72,1611.1596338313889,2.0,14.0
2EBFDAtx,SPY,BTO,1.5,1.15,1.55333333333333,2024-11-21 14:42:47.678585+00:00,2025-01-25 17:44:59.656862+00:00,0.605,1563.0366606325,4.0,14.0
PBMWXvQ5,SPX,BTO,2.1,4.8,6.17380952380952,2024-11-22 14:34:34.615818+00:00,2025-01-25 17:44:59.870554+00:00,3.78,1539.173681871111,5.0,14.0
HVRF4YK2,SPY,BTO,1.0,0.85,2.535,2024-11-25 14:46:36.778316+00:00,2025-01-25 17:45:00.775522+00:00,1.685,1466.9733325572222,1.0,14.0
QdRNpJNL,SPY,BTO,3.0,0.36,0.0,2024-11-25 16:55:18.520943+00:00,2025-01-25 17:45:00.955628+00:00,-0.54,1464.8284540791667,1.0,16.0
gTvgoHKK,SPY,BTO,4.0,0.48,0.0,2024-11-26 14:46:07.249761+00:00,2025-01-25 17:45:01.033793+00:00,-1.74,1442.9816066755557,2.0,14.0
H69syJFa,UVXY,BTO,1.0,0.3,0.0,2024-11-26 15:19:33.674293+00:00,2025-01-25 17:45:01.226221+00:00,-0.3,1442.42431998,2.0,15.0
eZewgioE,SPY,BTO,2.0,1.17,1.12,2024-11-27 14:40:22.490357+00:00,2025-01-25 17:45:01.438198+00:00,-0.0999999999999996,1419.0774855113889,3.0,14.0
fwrBfuhB,SPY,BTO,10.0,0.15,0.0,2024-11-27 18:37:31.834618+00:00,2025-01-25 17:45:01.603216+00:00,-0.9,1415.1249357216666,3.0,18.0
6wHPQfpB,TSM,BTO,3.0,2.6,7.96666666666667,2024-11-27 18:44:56.255459+00:00,2025-01-25 17:45:01.666893+00:00,16.1,1415.001503176111,3.0,18.0
acqj3rFi,TSM,BTO,1.0,0.62,0.81,2024-11-27 18:45:33.117130+00:00,2025-01-25 17:45:01.719204+00:00,0.19,1414.991278353889,3.0,18.0
75tPoQdZ,NVDA,BTO,2.0,1.44,3.2975,2024-11-27 19:20:34.000675+00:00,2025-01-25 17:45:01.779150+00:00,3.715,1414.4077162430556,3.0,19.0
J5yPuyBb,SPY,BTO,2.0,2.6,4.18,2024-11-27 20:51:12.720298+00:00,2025-01-25 17:45:01.940474+00:00,3.16,1412.8970056044445,3.0,20.0
fSghKiKh,QQQ,BTO,3.0,1.67,1.41,2024-12-03 14:49:21.400295+00:00,2025-01-25 17:45:02.873646+00:00,-0.78,1274.9281870419445,2.0,14.0
nF4XJGFG,SPX,BTO,1.0,7.0,7.6,2024-12-03 19:33:50.275951+00:00,2025-01-25 17:45:03.047250+00:00,0.6,1270.1868809163889,2.0,19.0
26ouNiRh,NVDA,BTO,6.0,1.42,0.0,2024-12-04 15:06:53.477682+00:00,2025-02-28 00:00:00+00:00,-8.52,2048.8851450883335,3.0,15.0
QbtPfmXQ,AMZN,BTO,4.0,3.4,3.84805194805195,2024-12-04 15:07:57.028296+00:00,2025-01-21 15:07:30.076159+00:00,9.925,1151.9925132952778,3.0,15.0
mwAxskLS,BITO,BTO,1.0,1.11,2.008,2024-12-04 15:09:45.533746+00:00,2025-01-25 17:45:03.329334+00:00,0.898,1250.5882765522222,3.0,15.0
isvsxhVe,AMZN,BTO,2.0,4.25,3.8375,2024-12-04 15:12:45.922304+00:00,2025-01-25 17:45:03.428812+00:00,-0.824999999999999,1250.5381962522222,3.0,15.0
kBvqXC2L,ES,BTO,5.0,6074.25,6079.5,2024-12-04 15:16:56.664469+00:00,2024-12-04 15:20:55.954508+00:00,26.25,0.06646945527777778,3.0,15.0
fn236d45,ES,STO,7.0,6079.75,6078.75,2024-12-04 15:22:18.529591+00:00,2024-12-04 18:31:48.995602+00:00,-8.0,3.158462780833333,3.0,15.0
2qES4MrS,SPY,BTO,12.0,0.28,0.04,2024-12-04 15:32:00.257835+00:00,2025-01-25 17:45:03.817414+00:00,-2.04,1250.217655438611,3.0,15.0
9YUAQyLY,AMZN,STO,3.0,2.02,1.03,2024-12-04 15:48:12.005792+00:00,2025-01-25 17:45:04.013714+00:00,-2.97,1249.9477799783333,3.0,15.0
YR6USjdi,NVDA,BTO,8.0,1.11,0.1125,2024-12-04 15:52:20.394135+00:00,2025-01-25 17:45:04.088125+00:00,-5.12,1249.8788038861112,3.0,15.0
QtqRAcM3,SPX,BTO,2.5,2.45,1.14,2024-12-04 16:02:29.820617+00:00,2025-01-25 17:45:04.150449+00:00,-0.975,1249.7095360644444,3.0,16.0
YJzFrFsA,SPY,BTO,6.0,0.09,0.0,2024-12-04 19:19:08.171998+00:00,2025-01-25 17:45:04.935748+00:00,-0.54,1246.432434375,3.0,19.0
QHY6GkJ3,ES,STO,5.0,6090.5,6092.25,2024-12-04 19:20:55.859708+00:00,2024-12-04 19:32:35.015402+00:00,8.75,0.194209915,3.0,19.0
M67JjCb5,KWEB,BTO,6.0,0.26,0.0,2024-12-04 20:36:10.169118+00:00,2025-01-25 17:45:05.298494+00:00,-1.56,1245.148647048889,3.0,20.0
F3AapwKz,QQQ,BTO,6.0,0.35,0.0,2024-12-04 21:02:05.524174+00:00,2025-01-25 17:45:05.414139+00:00,-2.1,1244.716636101389,3.0,21.0
aYg6ohDn,SPY,BTO,6.0,0.36,0.0,2024-12-04 21:02:22.008173+00:00,2025-01-25 17:45:05.478041+00:00,-2.16,1244.7120749633334,3.0,21.0
bMDNMWRq,SPY,BTO,2.0,1.02,1.185,2024-12-05 20:19:22.578798+00:00,2025-01-25 17:45:05.839579+00:00,0.33,1221.4286835502778,4.0,20.0
iMXmTRb9,SPX,BTO,0.7,1.0,0.25,2024-12-10 16:50:43.152988+00:00,2025-01-25 17:45:06.419807+00:00,-0.525,1104.9064630052778,2.0,16.0
Ky4zGCKa,NVDA,BTO,2.0,1.69,2.11,2024-12-10 17:11:29.298023+00:00,2025-01-25 17:45:06.505264+00:00,2.1,1104.5603353447223,2.0,17.0
EuHPQZAr,SPX,BTO,1.0,1.15,1.0,2024-12-10 20:30:57.399889+00:00,2025-01-25 17:45:06.607246+00:00,-0.15,1101.2358909325,2.0,20.0
mGDpYNJy,SPX,BTO,1.0,6.3,9.65,2024-12-11 15:43:12.410273+00:00,2025-01-25 17:45:06.767576+00:00,3.35,1082.0317659175,3.0,15.0
ha4CmxL8,SPX,BTO,1.0,4.1,0.0,2024-12-11 15:56:29.997130+00:00,2025-01-25 17:45:06.820497+00:00,-4.1,1081.8102287130555,3.0,15.0
7dcQDH7L,KWEB,BTO,4.0,0.12,0.0,2024-12-13 14:42:16.478313+00:00,2025-01-25 17:45:07.354279+00:00,-0.48,1035.0474655461112,5.0,14.0
7pcjxTQm,NVDA,BTO,2.0,1.01,0.74,2024-12-13 14:49:33.619953+00:00,2025-01-25 17:45:07.430397+00:00,-0.84,1034.9260584566666,5.0,14.0
fQBDYsTP,NVDA,BTO,2.0,1.18,0.7,2024-12-13 15:39:36.704912+00:00,2025-01-25 17:45:07.853895+00:00,-1.12,1034.091985828611,5.0,15.0
NSV2fhE5,NVDA,BTO,2.0,1.01,0.74,2024-12-13 15:43:52.362953+00:00,2025-01-25 17:45:07.915198+00:00,-0.84,1034.0209867347223,5.0,15.0
FfJsRR8G,NVDA,BTO,2.0,132.37,134.47,2024-12-16 14:58:51.796982+00:00,2024-12-30 14:17:54.820559+00:00,4.19999999999999,335.3175065491667,1.0,14.0
2vTn9ELL,NVDA,BTO,4.0,0.38,0.0,2024-12-16 15:00:12.764179+00:00,2025-01-25 17:45:08.549591+00:00,-1.52,962.7488292811111,1.0,15.0
dv5PCywh,GLD,BTO,1.0,5.85,30.085,2024-12-16 16:17:04.197873+00:00,2025-04-11 15:54:17.825000+00:00,24.235,2783.620451979722,1.0,16.0
hyqwE3ZZ,NVDA,BTO,2.0,3.2,7.1,2024-12-16 16:18:00.299321+00:00,2025-01-25 17:45:08.716820+00:00,12.3,961.4523381941667,1.0,16.0
P878tDcg,XOP,BTO,5.0,1.24,0.0,2024-12-16 16:46:13.092704+00:00,2025-02-28 00:00:00+00:00,-6.2,1759.229696471111,1.0,16.0
DrAHhAJ3,SPY,BTO,2.0,2.84,0.0,2024-12-16 17:42:54.065434+00:00,2025-01-25 17:45:08.836625+00:00,-12.57,960.0374364419445,1.0,17.0
J7PKQSqJ,NVDA,BTO,4.0,2.45,4.35,2024-12-18 14:37:19.966259+00:00,2025-01-25 17:45:09.051324+00:00,7.6,915.1303014069445,3.0,14.0
kdYouyBQ,ES,BTO,5.0,6121.25,5857.25,2024-12-18 19:03:31.136078+00:00,2024-12-20 15:28:45.323138+00:00,-3566.25,44.420607516666664,3.0,19.0
UzmyDnEq,SPX,BTO,2.0,4.9,0.0,2024-12-18 19:44:04.298333+00:00,2025-01-25 17:45:09.507407+00:00,-19.6,910.0181136316667,3.0,19.0
WFwgjZuV,UVXY,BTO,2.5,0.77,1.672,2024-12-18 20:02:28.700704+00:00,2025-01-25 17:45:09.720705+00:00,2.255,909.7113944447223,3.0,20.0
cc9HTQ9i,SPY,BTO,6.0,0.17,0.1,2024-12-18 20:05:06.788072+00:00,2025-01-25 17:45:09.777073+00:00,-0.42,909.6674969447222,3.0,20.0
kirFUX2f,SPY,BTO,3.0,0.8,0.55,2024-12-18 20:34:37.314777+00:00,2025-01-25 17:45:09.840416+00:00,-0.75,909.1757015663889,3.0,20.0
ffjcWV6G,SPY,BTO,3.0,0.75,0.0,2024-12-18 21:14:30.500524+00:00,2025-01-25 17:45:10.016664+00:00,-2.25,908.5109767055555,3.0,21.0
7MNtaB4N,SPX,BTO,1.0,13.2,0.0,2024-12-20 15:49:15.809673+00:00,2025-01-25 17:45:10.203232+00:00,-23.9,865.9317759886111,5.0,15.0
XM97F3MG,SPX,BTO,2.0,1.55,0.0,2024-12-20 20:20:42.023485+00:00,2025-01-25 17:45:10.295999+00:00,-3.1,861.4078534761111,5.0,20.0
5NF5uEDw,CCL,BTO,1.0,0.18,0.0,2024-12-24 14:34:34.340970+00:00,2025-01-25 17:45:10.838509+00:00,-0.18,771.1768048719445,2.0,14.0
YY4Jogv2,KWEB,BTO,3.0,1.06,0.0,2024-12-24 17:24:18.501124+00:00,2025-01-25 17:45:10.890229+00:00,-3.18,768.3478858625,2.0,17.0
PX8nebv4,QQQ,BTO,2.0,3.22,5.31225,2024-12-30 14:49:25.941756+00:00,2025-01-25 17:45:11.090251+00:00,8.709,626.9292079152777,1.0,14.0
7AWT3v86,NVDA,BTO,2.0,3.05,3.51375,2024-12-30 14:52:04.230495+00:00,2025-01-25 17:45:11.165622+00:00,2.475,626.8852597575,1.0,14.0
ThJEsMm9,ES,BTO,5.0,5922.0,5932.25,2024-12-30 15:00:46.195927+00:00,2024-12-30 15:15:45.103427+00:00,51.25,0.2496965277777778,1.0,15.0
9DugsAch,MSTR,BTO,2.0,304.66,310.906666666667,2024-12-30 15:01:37.730501+00:00,2025-01-03 16:08:52.255638+00:00,33.13,97.12070142694445,1.0,15.0
Bv8Wi2Ks,MSTR,BTO,5.05,3.0,12.3019801980198,2024-12-30 15:02:58.620033+00:00,2025-01-06 20:25:38.936826+00:00,46.975,173.37786577583333,1.0,15.0
TxxtSUNT,MSTR,BTO,3.0,5.05,12.7,2024-12-30 15:08:36.716244+00:00,2025-01-06 19:49:45.627228+00:00,22.95,172.68580860666665,1.0,15.0
hxR6Xv5u,AMZN,BTO,1.0,6.15,8.625,2024-12-30 15:11:37.787346+00:00,2025-01-25 17:45:11.467465+00:00,2.475,626.5593555886111,1.0,15.0
Cqm8NNhk,BITO,BTO,6.0,22.25,25.04,2024-12-30 15:12:59.228342+00:00,2025-01-21 14:59:22.745613+00:00,16.74,527.7731992419444,1.0,15.0
VVTePc6B,ES,BTO,5.0,5924.75,5942.0,2024-12-30 15:23:39.057396+00:00,2024-12-30 15:40:30.695671+00:00,86.25,0.2810106319444444,1.0,15.0
PKMMjeKD,ES,BTO,5.0,5930.5,5950.5,2024-12-30 15:48:42.498523+00:00,2024-12-30 16:10:10.160271+00:00,100.0,0.3576838188888889,1.0,15.0
YTh7cqmM,ES,BTO,5.0,5971.0,5974.0,2024-12-31 14:37:58.425851+00:00,2024-12-31 14:48:23.298847+00:00,15.0,0.17357583222222223,2.0,14.0
CPynLNXF,QQQ,BTO,1.0,1.65,1.82,2024-12-31 14:43:25.925198+00:00,2025-01-25 17:45:12.216904+00:00,0.17,603.0295254738888,2.0,14.0
S4MRynjU,ES,BTO,5.0,5970.5,5978.0,2024-12-31 14:59:00.383196+00:00,2024-12-31 15:02:25.895201+00:00,37.5,0.05708666805555555,2.0,14.0
ELLLBHKy,SPX,BTO,1.0,3.1,0.0,2024-12-31 16:33:27.822802+00:00,2025-01-25 17:45:12.549914+00:00,-3.1,601.1957575311111,2.0,16.0
H5TLAeFX,MSTR,BTO,1.0,6.2,7.525,2024-12-31 16:38:38.307489+00:00,2025-01-25 17:45:12.592230+00:00,1.325,601.1095235391666,2.0,16.0
TAsffS6Z,QQQ,BTO,4.0,0.25,0.166666666666667,2024-12-31 17:40:22.538357+00:00,2025-01-25 17:45:12.652753+00:00,-0.1,600.0805873322222,2.0,17.0
WLZjHmVe,ES,BTO,5.0,5923.25,5944.25,2024-12-31 19:45:06.775118+00:00,2024-12-31 20:26:45.451719+00:00,105.0,0.6940768336111112,2.0,19.0
dy9C3fRG,ES,BTO,5.0,5937.5,5934.0,2024-12-31 20:43:05.457764+00:00,2024-12-31 20:45:39.535929+00:00,-17.5,0.042799490277777776,2.0,20.0
5T7cLmSM,SPY,BTO,1.0,2.29,4.18,2025-01-02 17:52:00.961011+00:00,2025-01-25 17:45:13.314220+00:00,8.62,551.8867647802778,4.0,17.0
SgZ3rQdc,SPY,BTO,2.0,2.47,2.625,2025-01-02 18:45:19.589209+00:00,2025-01-25 17:45:13.477224+00:00,0.31,550.9983022263889,4.0,18.0
95DenuuA,MSTR,BTO,1.0,6.5,10.85,2025-01-02 18:46:17.126837+00:00,2025-01-25 17:45:13.520704+00:00,9.55,550.9823316297222,4.0,18.0
EjKjwKQn,MSTR,BTO,1.0,70.7,82.15,2025-01-03 18:43:05.171077+00:00,2025-01-06 14:56:20.988605+00:00,11.45,68.22106042444445,5.0,18.0
o6NuyG4o,SPX,BTO,0.5,5.3,2.55,2025-01-06 14:32:09.757407+00:00,2025-01-25 17:45:14.467025+00:00,-1.375,459.2179748938889,1.0,14.0
86DMdft6,QQQ,BTO,1.0,0.73,0.47,2025-01-06 14:34:19.143757+00:00,2025-01-25 17:45:14.525183+00:00,-0.26,459.1820503961111,1.0,14.0
2R5MpWDM,MSTR,STO,0.7,339.34,381.25,2025-01-06 14:39:56.821137+00:00,2025-01-06 20:51:29.217999+00:00,52.995,6.192332461666667,1.0,14.0
NZkoWy3r,ES,STO,5.0,6043.75,6066.75,2025-01-06 14:41:46.287672+00:00,2025-01-06 16:31:54.958123+00:00,186.25,1.8357417919444443,1.0,14.0
QSHF5WEA,SPX,BTO,2.0,1.7,2.775,2025-01-06 18:06:23.695488+00:00,2025-01-25 17:45:15.182000+00:00,2.15,455.6476351422222,1.0,18.0
EAjCJLZs,MSTR,BTO,2.0,4.0,2.65,2025-01-06 18:09:56.888457+00:00,2025-01-25 17:45:15.232039+00:00,-2.7,455.5884287727778,1.0,18.0
ePy6hPQ2,GLD,BTO,1.0,1.29,0.74,2025-01-07 14:37:54.062803+00:00,2025-01-08 21:04:44.353139+00:00,-0.17,30.447302871111113,2.0,14.0
EYWdd4wg,SPY,BTO,1.0,1.4,0.0,2025-01-07 14:38:53.795518+00:00,2025-01-25 17:45:15.856242+00:00,-2.22,435.1061279788889,2.0,14.0
BTwV898c,NVDA,BTO,3.0,1.42,0.0,2025-01-07 15:00:23.257407+00:00,2025-01-25 17:45:15.944386+00:00,-4.26,434.7479686052778,2.0,15.0
2TWmu2Kx,NVDA,BTO,2.0,3.1,0.0,2025-01-07 15:00:44.102644+00:00,2025-01-25 17:45:15.998861+00:00,-14.06,434.7421933936111,2.0,15.0
gkBVfJqt,ES,BTO,5.0,6007.0,6001.5,2025-01-07 15:06:58.558357+00:00,2025-01-07 15:08:13.355729+00:00,-27.5,0.020777047777777776,2.0,15.0
hQM2CzUU,MSTR,BTO,2.0,353.81,352.66,2025-01-07 16:25:28.111022+00:00,2025-01-14 19:46:21.319085+00:00,56.5599999999999,171.34811335083333,2.0,16.0
XfGQZxPM,TSLA,BTO,6.0,7.4,7.7,2025-01-07 16:32:52.628067+00:00,2025-01-15 15:21:26.741990+00:00,1.8,190.8094760897222,2.0,16.0
aFEei2Tq,CVNA,BTO,1.0,1.12,0.0,2025-01-07 16:36:16.648500+00:00,2025-01-25 17:45:16.469437+00:00,-1.12,433.14995026027776,2.0,16.0
